# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
2	2	1	*	*	*	*	KEG11823.1	*	*	*	*	ORC84887.1
2	2	1	*	*	*	*	KEG11829.1	*	*	*	*	ORC84881.1
2	2	1	*	*	*	*	KEG11833.1	*	*	*	*	ORC93110.1
2	2	1	*	*	*	*	KEG11839.1	*	*	*	*	ORC93488.1
2	2	1	*	*	*	*	KEG11846.1	*	*	*	*	ORC93482.1
2	2	1	*	*	*	*	KEG11849.1	*	*	*	*	ORC93479.1
2	2	1	*	*	*	*	KEG11851.1	*	*	*	*	ORC86139.1
2	2	1	*	*	*	*	KEG11856.1	*	*	*	*	ORC86143.1
2	2	1	*	*	*	*	KEG11858.1	*	*	*	*	ORC86145.1
2	2	1	*	*	*	*	KEG11859.1	*	*	*	*	ORC86146.1
2	2	1	*	*	*	*	KEG11863.1	*	*	*	*	ORC93367.1
2	2	1	*	*	*	*	KEG11883.1	*	*	*	*	ORC89732.1
2	2	1	*	*	*	*	KEG11893.1	*	*	*	*	ORC87927.1
2	2	1	*	*	*	*	KEG11901.1	*	*	*	*	ORC87923.1
2	2	1	*	*	*	*	KEG11902.1	*	*	*	*	ORC87922.1
2	2	1	*	*	*	*	KEG11915.1	*	*	*	*	ORC89380.1
2	2	1	*	*	*	*	KEG11918.1	*	*	*	*	ORC89384.1
2	2	1	*	*	*	*	KEG11919.1	*	*	*	*	ORC89385.1
2	2	1	*	*	*	*	KEG11928.1	*	*	*	*	ORC87847.1
2	2	1	*	*	*	*	KEG11929.1	*	*	*	*	ORC87848.1
2	2	1	*	*	*	*	KEG11935.1	*	*	*	*	ORC83397.1
2	2	1	*	*	*	*	KEG11937.1	*	*	*	*	ORC92057.1
2	2	1	*	*	*	*	KEG11942.1	*	*	*	*	ORC92052.1
2	2	1	*	*	*	*	KEG11946.1	*	*	*	*	ORC92049.1
2	2	1	*	*	*	*	KEG11947.1	*	*	*	*	ORC92048.1
2	2	1	*	*	*	*	KEG11960.1	*	*	*	*	ORC89352.1
2	2	1	*	*	*	*	KEG11970.1	*	*	*	*	ORC84141.1
2	2	1	*	*	*	*	KEG11981.1	*	*	*	*	ORC84152.1
2	2	1	*	*	*	*	KEG11989.1	*	*	*	*	ORC84711.1
2	2	1	*	*	*	*	KEG11999.1	*	*	*	*	ORC84337.1
2	2	1	*	*	*	*	KEG12010.1	*	*	*	*	ORC84348.1
2	2	1	*	*	*	*	KEG12013.1	*	*	*	*	ORC84352.1
2	2	1	*	*	*	*	KEG12020.1	*	*	*	*	ORC90202.1
2	2	1	*	*	*	*	KEG12022.1	*	*	*	*	ORC90200.1
2	2	1	*	*	*	*	KEG12023.1	*	*	*	*	ORC88025.1
2	2	1	*	*	*	*	KEG12028.1	*	*	*	*	ORC88020.1
2	2	1	*	*	*	*	KEG12038.1	*	*	*	*	ORC88769.1
2	2	1	*	*	*	*	KEG12039.1	*	*	*	*	ORC88770.1
2	2	1	*	*	*	*	KEG12054.1	*	*	*	*	ORC89252.1
2	2	1	*	*	*	*	KEG12056.1	*	*	*	*	ORC89250.1
2	2	1	*	*	*	*	KEG12078.1	*	*	*	*	ORC89429.1
2	2	1	*	*	*	*	KEG12091.1	*	*	*	*	ORC89749.1
2	2	1	*	*	*	*	KEG12093.1	*	*	*	KPA75851.1	*
2	2	1	*	*	*	*	KEG12100.1	*	*	*	*	ORC90620.1
2	2	1	*	*	*	*	KEG12107.1	*	*	*	*	ORC90613.1
2	2	1	*	*	*	*	KEG12108.1	*	*	*	*	ORC90612.1
2	2	1	*	*	*	*	KEG12109.1	*	*	*	*	ORC90611.1
2	2	1	*	*	*	*	KEG12111.1	*	*	*	*	ORC90543.1
2	2	1	*	*	*	*	KEG12114.1	*	*	*	*	ORC90540.1
2	2	1	*	*	*	*	KEG12116.1	*	*	*	*	ORC90537.1
2	2	1	*	*	*	*	KEG12117.1	*	*	*	*	ORC90536.1
2	2	1	*	*	*	*	KEG12119.1	*	*	*	*	ORC92063.1
2	2	1	*	*	*	*	KEG12123.1	*	*	*	*	ORC92067.1
2	2	1	*	*	*	*	KEG12129.1	*	*	*	*	ORC85423.1
2	2	1	*	*	*	*	KEG12130.1	*	*	*	*	ORC85424.1
2	2	1	*	*	*	*	KEG12131.1	*	*	*	*	ORC85425.1
2	2	1	*	*	*	*	KEG12135.1	*	*	*	*	ORC85429.1
2	2	1	*	*	*	*	KEG12139.1	*	*	*	*	ORC93012.1
2	2	1	*	*	*	*	KEG12164.1	*	*	*	*	ORC87929.1
2	2	1	*	*	*	*	KEG12165.1	*	*	*	*	ORC87930.1
2	2	1	*	*	*	*	KEG12175.1	*	*	*	*	ORC87941.1
2	2	1	*	*	*	*	KEG12182.1	*	*	*	*	ORC86532.1
2	2	1	*	*	*	*	KEG12184.1	*	*	*	*	ORC86530.1
2	2	1	*	*	*	*	KEG12187.1	*	*	*	*	ORC86527.1
2	2	1	*	*	*	*	KEG12188.1	*	*	*	*	ORC86582.1
2	2	1	*	*	*	*	KEG12190.1	*	*	*	*	ORC86580.1
2	2	1	*	*	*	*	KEG12191.1	*	*	*	*	ORC86579.1
2	2	1	*	*	*	*	KEG12209.1	*	*	*	*	ORC93185.1
2	2	1	*	*	*	*	KEG12213.1	*	*	*	*	ORC88980.1
2	2	1	*	*	*	*	KEG12214.1	*	*	*	*	ORC88981.1
2	2	1	*	*	*	*	KEG12219.1	*	*	*	*	ORC87684.1
2	2	1	*	*	*	*	KEG12221.1	*	*	*	*	ORC87682.1
2	2	1	*	*	*	*	KEG12222.1	*	*	*	*	ORC87681.1
2	2	1	*	*	*	*	KEG12229.1	*	*	*	*	ORC87675.1
2	2	1	*	*	*	*	KEG12235.1	*	*	*	*	ORC85309.1
2	2	1	*	*	*	*	KEG12236.1	*	*	*	*	ORC85308.1
2	2	1	*	*	*	*	KEG12239.1	*	*	*	*	ORC85306.1
2	2	1	*	*	*	*	KEG12252.1	*	*	*	*	ORC89042.1
2	2	1	*	*	*	*	KEG12268.1	*	*	*	*	ORC88624.1
2	2	1	*	*	*	*	KEG12273.1	*	*	*	*	ORC87653.1
2	2	1	*	*	*	*	KEG12274.1	*	*	*	*	ORC87652.1
2	2	1	*	*	*	*	KEG12276.1	*	*	*	*	ORC87650.1
2	2	1	*	*	*	*	KEG12289.1	*	*	*	*	ORC93718.1
2	2	1	*	*	*	*	KEG12293.1	*	*	*	*	ORC93722.1
2	2	1	*	*	*	*	KEG12295.1	*	*	*	*	ORC87953.1
2	2	1	*	*	*	*	KEG12298.1	*	*	*	*	ORC87950.1
2	2	1	*	*	*	*	KEG12299.1	*	*	*	*	ORC87949.1
2	2	1	*	*	*	*	KEG12302.1	*	*	*	*	ORC87944.1
2	2	1	*	*	*	*	KEG12309.1	*	*	*	*	ORC90927.1
2	2	1	*	*	*	*	KEG12314.1	*	*	*	*	ORC90933.1
2	2	1	*	*	*	*	KEG12325.1	*	*	*	*	ORC89109.1
2	2	1	*	*	*	*	KEG12339.1	*	*	*	*	ORC93630.1
2	2	1	*	*	*	*	KEG12342.1	*	*	*	*	ORC93627.1
2	2	1	*	*	*	*	KEG12343.1	*	*	*	*	ORC93626.1
2	2	1	*	*	*	*	KEG12356.1	*	*	*	*	ORC92126.1
2	2	1	*	*	*	*	KEG12363.1	*	*	*	*	ORC92132.1
2	2	1	*	*	*	*	KEG12386.1	*	*	*	*	ORC91151.1
2	2	1	*	*	*	*	KEG12396.1	*	*	*	*	ORC91142.1
2	2	1	*	*	*	*	KEG12399.1	*	*	*	*	ORC91399.1
2	2	1	*	*	*	*	KEG12404.1	*	*	*	*	ORC90381.1
2	2	1	*	*	*	*	KEG12416.1	*	*	*	*	ORC90958.1
2	2	1	*	*	*	*	KEG12421.1	*	*	*	*	ORC90964.1
2	2	1	*	*	*	*	KEG12425.1	*	*	*	*	ORC92476.1
2	2	1	*	*	*	*	KEG12430.1	*	*	*	*	ORC92481.1
2	2	1	*	*	*	*	KEG12432.1	*	*	*	*	ORC92482.1
2	2	1	*	*	*	*	KEG12444.1	*	*	*	*	ORC87008.1
2	2	1	*	*	*	*	KEG12452.1	*	*	*	*	ORC87450.1
2	2	1	*	*	*	*	KEG12460.1	*	*	*	*	ORC87443.1
2	2	1	*	*	*	*	KEG12465.1	*	*	*	*	ORC92873.1
2	2	1	*	*	*	*	KEG12468.1	*	*	*	*	ORC92876.1
2	2	1	*	*	*	*	KEG12471.1	*	*	*	*	ORC84583.1
2	2	1	*	*	*	*	KEG12472.1	*	*	*	*	ORC84582.1
2	2	1	*	*	*	*	KEG12474.1	*	*	*	*	ORC84580.1
2	2	1	*	*	*	*	KEG12475.1	*	*	*	*	ORC84579.1
2	2	1	*	*	*	*	KEG12477.1	*	*	*	*	ORC84577.1
2	2	1	*	*	*	*	KEG12478.1	*	*	*	*	ORC84576.1
2	2	1	*	*	*	*	KEG12482.1	*	*	*	*	ORC84571.1
2	2	1	*	*	*	*	KEG12483.1	*	*	*	*	ORC88651.1
2	2	1	*	*	*	*	KEG12486.1	*	*	*	*	ORC88654.1
2	2	1	*	*	*	*	KEG12487.1	*	*	*	*	ORC88655.1
2	2	1	*	*	*	*	KEG12488.1	*	*	*	*	ORC88656.1
2	2	1	*	*	*	*	KEG12493.1	*	*	*	*	ORC88661.1
2	2	1	*	*	*	*	KEG12498.1	*	*	*	*	ORC85848.1
2	2	1	*	*	*	*	KEG12502.1	*	*	*	*	ORC85851.1
2	2	1	*	*	*	*	KEG12505.1	*	*	*	*	ORC85853.1
2	2	1	*	*	*	*	KEG12511.1	*	*	*	*	ORC87605.1
2	2	1	*	*	*	*	KEG12512.1	*	*	*	*	ORC87604.1
2	2	1	*	*	*	*	KEG12515.1	*	*	*	*	ORC87601.1
2	2	1	*	*	*	*	KEG12519.1	*	*	*	*	ORC87597.1
2	2	1	*	*	*	*	KEG12523.1	*	*	*	*	ORC93576.1
2	2	1	*	*	*	*	KEG12526.1	*	*	*	*	ORC93579.1
2	2	1	*	*	*	*	KEG12529.1	*	*	*	*	ORC93582.1
2	2	1	*	*	*	*	KEG12547.1	*	*	*	*	ORC89185.1
2	2	1	*	*	*	*	KEG12548.1	*	*	*	*	ORC89186.1
2	2	1	*	*	*	*	KEG12549.1	*	*	*	*	ORC89187.1
2	2	1	*	*	*	*	KEG12551.1	*	*	*	*	ORC89189.1
2	2	1	*	*	*	*	KEG12563.1	*	*	*	*	ORC92779.1
2	2	1	*	*	*	*	KEG12565.1	*	*	*	*	ORC92780.1
2	2	1	*	*	*	*	KEG12568.1	*	*	*	*	ORC92782.1
2	2	1	*	*	*	*	KEG12570.1	*	*	*	*	ORC92784.1
2	2	1	*	*	*	*	KEG12571.1	*	*	*	*	ORC92785.1
2	2	1	*	*	*	*	KEG12573.1	*	*	*	*	ORC92786.1
2	2	1	*	*	*	*	KEG12575.1	*	*	*	*	ORC91837.1
2	2	1	*	*	*	*	KEG12576.1	*	*	*	*	ORC91838.1
2	2	1	*	*	*	*	KEG12578.1	*	*	*	*	ORC91840.1
2	2	1	*	*	*	*	KEG12582.1	*	*	*	*	ORC91844.1
2	2	1	*	*	*	*	KEG12584.1	*	*	*	*	ORC91846.1
2	2	1	*	*	*	*	KEG12588.1	*	*	*	*	ORC91849.1
2	2	1	*	*	*	*	KEG12604.1	*	*	*	*	ORC85333.1
2	2	1	*	*	*	*	KEG12608.1	*	*	*	*	ORC85320.1
2	2	1	*	*	*	*	KEG12609.1	*	*	*	*	ORC85322.1
2	2	1	*	*	*	*	KEG12634.1	*	*	*	*	ORC88159.1
2	2	1	*	*	*	*	KEG12637.1	*	*	*	*	ORC88153.1
2	2	1	*	*	*	*	KEG12641.1	*	*	*	*	ORC88149.1
2	2	1	*	*	*	*	KEG12642.1	*	*	*	*	ORC88148.1
2	2	1	*	*	*	*	KEG12645.1	*	*	*	*	ORC92454.1
2	2	1	*	*	*	*	KEG12653.1	*	*	*	*	ORC92445.1
2	2	1	*	*	*	*	KEG12654.1	*	*	*	*	ORC92444.1
2	2	1	*	*	*	*	KEG12655.1	*	*	*	*	ORC92443.1
2	2	1	*	*	*	*	KEG12656.1	*	*	*	*	ORC92442.1
2	2	1	*	*	*	*	KEG12659.1	*	*	*	*	ORC92439.1
2	2	1	*	*	*	*	KEG12664.1	*	*	*	*	ORC92554.1
2	2	1	*	*	*	*	KEG12665.1	*	*	*	*	ORC92555.1
2	2	1	*	*	*	*	KEG12671.1	*	*	*	*	ORC84911.1
2	2	1	*	*	*	*	KEG12677.1	*	*	*	*	ORC85576.1
2	2	1	*	*	*	*	KEG12680.1	*	*	*	*	ORC85579.1
2	2	1	*	*	*	*	KEG12682.1	*	*	*	*	ORC86452.1
2	2	1	*	*	*	*	KEG12686.1	*	*	*	*	ORC86456.1
2	2	1	*	*	*	*	KEG12687.1	*	*	*	*	ORC86457.1
2	2	1	*	*	*	*	KEG12690.1	*	*	*	*	ORC86460.1
2	2	1	*	*	*	*	KEG12694.1	*	*	*	*	ORC92807.1
2	2	1	*	*	*	*	KEG12701.1	*	*	*	*	ORC89933.1
2	2	1	*	*	*	*	KEG12741.1	*	*	*	*	ORC92999.1
2	2	1	*	*	*	*	KEG12742.1	*	*	*	*	ORC92998.1
2	2	1	*	*	*	*	KEG12751.1	*	*	*	*	ORC92989.1
2	2	1	*	*	*	*	KEG12753.1	*	*	*	*	ORC92987.1
2	2	1	*	*	*	*	KEG12754.1	*	*	*	*	ORC86377.1
2	2	1	*	*	*	*	KEG12768.1	*	*	*	*	ORC86367.1
2	2	1	*	*	*	*	KEG12776.1	*	*	*	*	ORC87703.1
2	2	1	*	*	*	*	KEG12777.1	*	*	*	*	ORC87702.1
2	2	1	*	*	*	*	KEG12779.1	*	*	*	*	ORC87700.1
2	2	1	*	*	*	*	KEG12801.1	*	*	*	*	ORC85203.1
2	2	1	*	*	*	*	KEG12803.1	*	*	*	*	ORC85206.1
2	2	1	*	*	*	*	KEG12818.1	*	*	*	*	ORC90410.1
2	2	1	*	*	*	*	KEG12829.1	*	*	*	*	ORC90420.1
2	2	1	*	*	*	*	KEG12832.1	*	*	*	*	ORC89268.1
2	2	1	*	*	*	*	KEG12841.1	*	*	*	*	ORC89275.1
2	2	1	*	*	*	*	KEG12842.1	*	*	*	*	ORC89276.1
2	2	1	*	*	*	*	KEG12847.1	*	*	*	*	ORC88301.1
2	2	1	*	*	*	*	KEG12851.1	*	*	*	*	ORC88305.1
2	2	1	*	*	*	*	KEG12852.1	*	*	*	*	ORC88306.1
2	2	1	*	*	*	*	KEG12862.1	*	*	*	*	ORC91428.1
2	2	1	*	*	*	*	KEG12864.1	*	*	*	*	ORC91426.1
2	2	1	*	*	*	*	KEG12866.1	*	*	*	*	ORC91424.1
2	2	1	*	*	*	*	KEG12873.1	*	*	*	*	ORC86438.1
2	2	1	*	*	*	*	KEG12875.1	*	*	*	*	ORC86439.1
2	2	1	*	*	*	*	KEG12876.1	*	*	*	*	ORC86440.1
2	2	1	*	*	*	*	KEG12883.1	*	*	*	*	ORC90811.1
2	2	1	*	*	*	*	KEG12893.1	*	*	*	*	ORC90804.1
2	2	1	*	*	*	*	KEG12898.1	*	*	*	*	ORC85178.1
2	2	1	*	*	*	*	KEG12901.1	*	*	*	*	ORC85180.1
2	2	1	*	*	*	*	KEG12902.1	*	*	*	*	ORC85181.1
2	2	1	*	*	*	*	KEG12905.1	*	*	*	*	ORC85182.1
2	2	1	*	*	*	*	KEG12919.1	*	*	*	*	ORC86814.1
2	2	1	*	*	*	*	KEG12921.1	*	*	*	*	ORC86815.1
2	2	1	*	*	*	*	KEG12938.1	*	*	*	*	ORC86030.1
2	2	1	*	*	*	*	KEG12942.1	*	*	*	*	ORC86402.1
2	2	1	*	*	*	*	KEG12944.1	*	*	*	*	ORC86400.1
2	2	1	*	*	*	*	KEG12947.1	*	*	*	*	ORC86397.1
2	2	1	*	*	*	*	KEG12948.1	*	*	*	*	ORC86396.1
2	2	1	*	*	*	*	KEG12949.1	*	*	*	*	ORC86395.1
2	2	1	*	*	*	*	KEG12956.1	*	*	*	*	ORC88251.1
2	2	1	*	*	*	*	KEG12958.1	*	*	*	*	ORC88253.1
2	2	1	*	*	*	*	KEG12971.1	*	*	*	*	ORC92249.1
2	2	1	*	*	*	*	KEG12972.1	*	*	*	*	ORC92248.1
2	2	1	*	*	*	*	KEG12975.1	*	*	*	*	ORC92245.1
2	2	1	*	*	*	*	KEG12977.1	*	*	*	*	ORC92243.1
2	2	1	*	*	*	*	KEG12980.1	*	*	*	*	ORC92240.1
2	2	1	*	*	*	*	KEG12990.1	*	*	*	*	ORC88388.1
2	2	1	*	*	*	*	KEG13003.1	*	*	*	*	ORC91982.1
2	2	1	*	*	*	*	KEG13008.1	*	*	*	*	ORC91977.1
2	2	1	*	*	*	*	KEG13012.1	*	*	*	*	ORC91973.1
2	2	1	*	*	*	*	KEG13015.1	*	*	*	*	ORC91970.1
2	2	1	*	*	*	*	KEG13022.1	*	*	*	*	ORC93556.1
2	2	1	*	*	*	*	KEG13024.1	*	*	*	*	ORC93557.1
2	2	1	*	*	*	*	KEG13032.1	*	*	*	*	ORC90991.1
2	2	1	*	*	*	*	KEG13037.1	*	*	*	*	ORC90995.1
2	2	1	*	*	*	*	KEG13040.1	*	*	*	*	ORC90998.1
2	2	1	*	*	*	*	KEG13042.1	*	*	*	*	ORC91000.1
2	2	1	*	*	*	*	KEG13045.1	*	*	*	*	ORC77639.1
2	2	1	*	*	*	*	KEG13049.1	*	*	*	*	ORC85586.1
2	2	1	*	*	*	*	KEG13051.1	*	*	*	*	ORC85588.1
2	2	1	*	*	*	*	KEG13054.1	*	*	*	*	ORC85591.1
2	2	1	*	*	*	*	KEG13061.1	*	*	*	*	ORC85598.1
2	2	1	*	*	*	*	KEG13062.1	*	*	*	*	ORC85599.1
2	2	1	*	*	*	*	KEG13077.1	*	*	*	*	ORC87051.1
2	2	1	*	*	*	*	KEG13093.1	*	*	*	*	ORC92361.1
2	2	1	*	*	*	*	KEG13105.1	*	*	*	*	ORC88372.1
2	2	1	*	*	*	*	KEG13106.1	*	*	*	*	ORC88373.1
2	2	1	*	*	*	*	KEG13107.1	*	*	*	*	ORC88374.1
2	2	1	*	*	*	*	KEG13109.1	*	*	*	*	ORC88376.1
2	2	1	*	*	*	*	KEG13113.1	*	*	*	*	ORC88380.1
2	2	1	*	*	*	*	KEG13116.1	*	*	*	*	ORC89798.1
2	2	1	*	*	*	*	KEG13118.1	*	*	*	*	ORC89797.1
2	2	1	*	*	*	*	KEG13119.1	*	*	*	*	ORC89796.1
2	2	1	*	*	*	*	KEG13120.1	*	*	*	*	ORC89795.1
2	2	1	*	*	*	*	KEG13126.1	*	*	*	*	ORC89788.1
2	2	1	*	*	*	*	KEG13134.1	*	*	*	*	ORC93531.1
2	2	1	*	*	*	*	KEG13141.1	*	*	*	*	ORC93524.1
2	2	1	*	*	*	*	KEG13148.1	*	*	*	*	ORC85496.1
2	2	1	*	*	*	*	KEG13153.1	*	*	*	*	ORC85501.1
2	2	1	*	*	*	*	KEG13162.1	*	*	*	*	ORC85510.1
2	2	1	*	*	*	*	KEG13170.1	*	*	*	*	ORC88536.1
2	2	1	*	*	*	*	KEG13172.1	*	*	*	*	ORC88538.1
2	2	1	*	*	*	*	KEG13175.1	*	*	*	*	ORC88541.1
2	2	1	*	*	*	*	KEG13178.1	*	*	*	*	ORC88544.1
2	2	1	*	*	*	*	KEG13180.1	*	*	*	*	ORC88548.1
2	2	1	*	*	*	*	KEG13181.1	*	*	*	*	ORC88549.1
2	2	1	*	*	*	*	KEG13187.1	*	*	*	*	ORC88523.1
2	2	1	*	*	*	*	KEG13189.1	*	*	*	*	ORC88525.1
2	2	1	*	*	*	*	KEG13190.1	*	*	*	*	ORC88526.1
2	2	1	*	*	*	*	KEG13192.1	*	*	*	*	ORC88527.1
2	2	1	*	*	*	*	KEG13197.1	*	*	*	*	ORC89585.1
2	2	1	*	*	*	*	KEG13201.1	*	*	*	*	ORC89581.1
2	2	1	*	*	*	*	KEG13215.1	*	*	*	*	ORC84188.1
2	2	1	*	*	*	*	KEG13223.1	*	*	*	*	ORC84196.1
2	2	1	*	*	*	*	KEG13235.1	*	*	*	*	ORC93638.1
2	2	1	*	*	*	*	KEG13237.1	*	*	*	*	ORC93641.1
2	2	1	*	*	*	*	KEG13240.1	*	*	*	*	ORC93644.1
2	2	1	*	*	*	*	KEG13241.1	*	*	*	*	ORC93645.1
2	2	1	*	*	*	*	KEG13246.1	*	*	*	*	ORC89593.1
2	2	1	*	*	*	*	KEG13267.1	*	*	*	*	ORC89649.1
2	2	1	*	*	*	*	KEG13278.1	*	*	*	*	ORC89659.1
2	2	1	*	*	*	*	KEG13279.1	*	*	*	*	ORC92272.1
2	2	1	*	*	*	*	KEG13283.1	*	*	*	*	ORC92277.1
2	2	1	*	*	*	*	KEG13287.1	*	*	*	*	ORC92282.1
2	2	1	*	*	*	*	KEG13295.1	*	*	*	*	ORC92698.1
2	2	1	*	*	*	*	KEG13296.1	*	*	*	*	ORC92697.1
2	2	1	*	*	*	*	KEG13297.1	*	*	*	*	ORC92696.1
2	2	1	*	*	*	*	KEG13302.1	*	*	*	*	ORC92691.1
2	2	1	*	*	*	*	KEG13304.1	*	*	*	*	ORC92689.1
2	2	1	*	*	*	*	KEG13310.1	*	*	*	*	ORC93044.1
2	2	1	*	*	*	*	KEG13318.1	KAG5508753.1	*	*	*	*
2	2	1	*	*	*	*	KEG13324.1	*	*	*	*	ORC88630.1
2	2	1	*	*	*	*	KEG13334.1	*	*	*	*	ORC85140.1
2	2	1	*	*	*	*	KEG13345.1	*	*	*	*	ORC85150.1
2	2	1	*	*	*	*	KEG13361.1	*	*	*	*	ORC92081.1
2	2	1	*	*	*	*	KEG13372.1	*	*	*	*	ORC81576.1
2	2	1	*	*	*	*	KEG13373.1	*	*	*	*	ORC81575.1
2	2	1	*	*	*	*	KEG13379.1	*	*	*	*	ORC92935.1
2	2	1	*	*	*	*	KEG13381.1	*	*	*	*	ORC92937.1
2	2	1	*	*	*	*	KEG13388.1	*	*	*	*	ORC85435.1
2	2	1	*	*	*	*	KEG13393.1	*	*	*	*	ORC77504.1
2	2	1	*	*	*	*	KEG13405.1	*	*	*	*	ORC91861.1
2	2	1	*	*	*	*	KEG13421.1	*	*	*	*	ORC85476.1
2	2	1	*	*	*	*	KEG13422.1	*	*	*	*	ORC85475.1
2	2	1	*	*	*	*	KEG13423.1	*	*	*	*	ORC85474.1
2	2	1	*	*	*	*	KEG13424.1	*	*	*	*	ORC85471.1
2	2	1	*	*	*	*	KEG13426.1	*	*	*	*	ORC85469.1
2	2	1	*	*	*	*	KEG13427.1	*	*	*	*	ORC85468.1
2	2	1	*	*	*	*	KEG13428.1	*	*	*	*	ORC85467.1
2	2	1	*	*	*	*	KEG13430.1	*	*	*	*	ORC85465.1
2	2	1	*	*	*	*	KEG13433.1	*	*	*	*	ORC85462.1
2	2	1	*	*	*	*	KEG13440.1	*	*	*	*	ORC93204.1
2	2	1	*	*	*	*	KEG13441.1	*	*	*	*	ORC93205.1
2	2	1	*	*	*	*	KEG13446.1	*	*	*	*	ORC93210.1
2	2	1	*	*	*	*	KEG13460.1	*	*	*	*	ORC88405.1
2	2	1	*	*	*	*	KEG13474.1	*	*	*	*	ORC91681.1
2	2	1	*	*	*	*	KEG13475.1	*	*	*	*	ORC91683.1
2	2	1	*	*	*	*	KEG13476.1	*	*	*	*	ORC91684.1
2	2	1	*	*	*	*	KEG13487.1	*	*	*	*	ORC91692.1
2	2	1	*	*	*	*	KEG13493.1	*	*	*	*	ORC90972.1
2	2	1	*	*	*	*	KEG13494.1	*	*	*	*	ORC90973.1
2	2	1	*	*	*	*	KEG13496.1	*	*	*	*	ORC90975.1
2	2	1	*	*	*	*	KEG13499.1	*	*	*	*	ORC86172.1
2	2	1	*	*	*	*	KEG13506.1	*	*	*	*	ORC90980.1
2	2	1	*	*	*	*	KEG13513.1	*	*	*	*	ORC84740.1
2	2	1	*	*	*	*	KEG13542.1	*	*	*	*	ORC87320.1
2	2	1	*	*	*	*	KEG13547.1	*	*	*	*	ORC87315.1
2	2	1	*	*	*	*	KEG13550.1	*	*	*	*	ORC87312.1
2	2	1	*	*	*	*	KEG13559.1	*	*	*	*	ORC93594.1
2	2	1	*	*	*	*	KEG13561.1	*	*	*	*	ORC93592.1
2	2	1	*	*	*	*	KEG13562.1	*	*	*	*	ORC93591.1
2	2	1	*	*	*	*	KEG13568.1	*	*	*	*	ORC88897.1
2	2	1	*	*	*	*	KEG13574.1	*	*	*	*	ORC88902.1
2	2	1	*	*	*	*	KEG13584.1	*	*	*	*	ORC88910.1
2	2	1	*	*	*	*	KEG13592.1	*	*	*	*	ORC91671.1
2	2	1	*	*	*	*	KEG13601.1	*	*	*	*	ORC84331.1
2	2	1	*	*	*	*	KEG13602.1	*	*	*	*	ORC84330.1
2	2	1	*	*	*	*	KEG13607.1	*	*	*	*	ORC84325.1
2	2	1	*	*	*	*	KEG13609.1	*	*	*	*	ORC84323.1
2	2	1	*	*	*	*	KEG13621.1	*	*	*	*	ORC86103.1
2	2	1	*	*	*	*	KEG13622.1	*	*	*	*	ORC86104.1
2	2	1	*	*	*	*	KEG13626.1	*	*	*	*	ORC86108.1
2	2	1	*	*	*	*	KEG13630.1	*	*	*	*	ORC86112.1
2	2	1	*	*	*	*	KEG13631.1	*	*	*	*	ORC86113.1
2	2	1	*	*	*	*	KEG13634.1	*	*	*	*	ORC88585.1
2	2	1	*	*	*	*	KEG13642.1	*	*	*	*	ORC88592.1
2	2	1	*	*	*	*	KEG13649.1	*	*	*	*	ORC85686.1
2	2	1	*	*	*	*	KEG13652.1	*	*	*	*	ORC85683.1
2	2	1	*	*	*	*	KEG13655.1	*	*	*	*	ORC85680.1
2	2	1	*	*	*	*	KEG13657.1	*	*	*	*	ORC85678.1
2	2	1	*	*	*	*	KEG13663.1	*	*	*	*	ORC92031.1
2	2	1	*	*	*	*	KEG13672.1	*	*	*	*	ORC92023.1
2	2	1	*	*	*	*	KEG13682.1	*	*	*	*	ORC88576.1
2	2	1	*	*	*	*	KEG13683.1	*	*	*	*	ORC88575.1
2	2	1	*	*	*	*	KEG13685.1	*	*	*	*	ORC88573.1
2	2	1	*	*	*	*	KEG13688.1	*	*	*	*	ORC88570.1
2	2	1	*	*	*	*	KEG13689.1	*	*	*	*	ORC88569.1
2	2	1	*	*	*	*	KEG13704.1	*	*	*	*	ORC88864.1
2	2	1	*	*	*	*	KEG13717.1	*	*	*	*	ORC92292.1
2	2	1	*	*	*	*	KEG13719.1	*	*	*	*	ORC92290.1
2	2	1	*	*	*	*	KEG13720.1	*	*	*	*	ORC92289.1
2	2	1	*	*	*	*	KEG13737.1	*	*	*	*	ORC93297.1
2	2	1	*	*	*	*	KEG13752.1	*	*	*	*	ORC93416.1
2	2	1	*	*	*	*	KEG13756.1	*	*	*	*	ORC93420.1
2	2	1	*	*	*	*	KEG13759.1	*	*	*	*	ORC86500.1
2	2	1	*	*	*	*	KEG13765.1	*	*	*	*	ORC86494.1
2	2	1	*	*	*	*	KEG13776.1	*	*	*	*	ORC85412.1
2	2	1	*	*	*	*	KEG13777.1	*	*	*	*	ORC85411.1
2	2	1	*	*	*	*	KEG13779.1	*	*	*	*	ORC85409.1
2	2	1	*	*	*	*	KEG13781.1	*	*	*	*	ORC85407.1
2	2	1	*	*	*	*	KEG13784.1	*	*	*	*	ORC85388.1
2	2	1	*	*	*	*	KEG13785.1	*	*	*	*	ORC85387.1
